지점,지점명,일시,합계 일사량(MJ/m2)
90,속초,2023-01,494.94
90,속초,2023-02,442.77
90,속초,2023-03,509.82
90,속초,2023-04,488.66
90,속초,2023-05,525.24
90,속초,2023-06,547.29
90,속초,2023-07,439.0
90,속초,2023-08,326.77
90,속초,2023-09,388.98
90,속초,2023-10,499.24
90,속초,2023-11,482.39
90,속초,2023-12,420.17
93,북춘천,2023-01,286.03
93,북춘천,2023-02,355.77
93,북춘천,2023-03,513.1
93,북춘천,2023-04,493.38
93,북춘천,2023-05,663.67
93,북춘천,2023-06,628.49
93,북춘천,2023-07,541.12
93,북춘천,2023-08,513.58
93,북춘천,2023-09,442.32
93,북춘천,2023-10,380.93
93,북춘천,2023-11,275.53
93,북춘천,2023-12,226.19
95,철원,2023-01,267.31
95,철원,2023-02,341.31
95,철원,2023-03,495.74
95,철원,2023-04,493.02
95,철원,2023-05,668.51
95,철원,2023-06,619.53
95,철원,2023-07,565.94
95,철원,2023-08,517.99
95,철원,2023-09,450.16
95,철원,2023-10,418.2
95,철원,2023-11,263.88
95,철원,2023-12,208.16
98,동두천,2023-01,273.05
98,동두천,2023-02,344.61
98,동두천,2023-03,490.39
98,동두천,2023-04,478.86
98,동두천,2023-05,640.74
98,동두천,2023-06,575.76
98,동두천,2023-07,509.53
98,동두천,2023-08,470.93
98,동두천,2023-09,429.03
98,동두천,2023-10,397.81
98,동두천,2023-11,265.0
98,동두천,2023-12,221.07
99,파주,2023-01,274.02
99,파주,2023-02,348.52
99,파주,2023-03,483.55
99,파주,2023-04,485.12
99,파주,2023-05,636.87
99,파주,2023-06,589.53
99,파주,2023-07,514.7
99,파주,2023-08,495.95
99,파주,2023-09,444.31
99,파주,2023-10,410.35
99,파주,2023-11,273.12
99,파주,2023-12,220.14
100,대관령,2023-01,319.42
100,대관령,2023-02,354.19
100,대관령,2023-03,529.28
100,대관령,2023-04,583.13
100,대관령,2023-05,638.07
100,대관령,2023-06,643.72
100,대관령,2023-07,556.43
100,대관령,2023-08,504.06
100,대관령,2023-09,431.29
100,대관령,2023-10,426.47
100,대관령,2023-11,308.68
100,대관령,2023-12,249.41
101,춘천,2023-01,256.75
101,춘천,2023-02,344.85
101,춘천,2023-03,493.82
101,춘천,2023-04,484.96
101,춘천,2023-05,642.24
101,춘천,2023-06,636.34
101,춘천,2023-07,527.54
101,춘천,2023-08,516.99
101,춘천,2023-09,429.48
101,춘천,2023-10,363.99
101,춘천,2023-11,259.71
101,춘천,2023-12,208.82
102,백령도,2023-01,260.65
102,백령도,2023-02,355.53
102,백령도,2023-03,509.78
102,백령도,2023-04,560.48
102,백령도,2023-05,642.34
102,백령도,2023-06,670.07
102,백령도,2023-07,606.59
102,백령도,2023-08,586.28
102,백령도,2023-09,491.36
102,백령도,2023-10,441.98
102,백령도,2023-11,252.2
102,백령도,2023-12,174.06
104,북강릉,2023-01,314.88
104,북강릉,2023-02,325.72
104,북강릉,2023-03,480.05
104,북강릉,2023-04,552.81
104,북강릉,2023-05,621.52
104,북강릉,2023-06,638.46
104,북강릉,2023-07,531.51
104,북강릉,2023-08,449.99
104,북강릉,2023-09,404.17
104,북강릉,2023-10,408.32
104,북강릉,2023-11,326.58
104,북강릉,2023-12,247.26
105,강릉,2023-01,292.78
105,강릉,2023-02,301.86
105,강릉,2023-03,455.52
105,강릉,2023-04,525.25
105,강릉,2023-05,587.65
105,강릉,2023-06,605.53
105,강릉,2023-07,504.59
105,강릉,2023-08,432.89
105,강릉,2023-09,377.35
105,강릉,2023-10,387.14
105,강릉,2023-11,303.29
105,강릉,2023-12,237.24
106,동해,2023-01,488.48
106,동해,2023-02,422.68
106,동해,2023-03,521.65
106,동해,2023-04,513.05
106,동해,2023-05,535.99
106,동해,2023-06,540.66
106,동해,2023-07,423.04
106,동해,2023-08,433.98
106,동해,2023-09,413.9
106,동해,2023-10,490.28
106,동해,2023-11,479.34
106,동해,2023-12,441.87
108,서울,2023-01,290.78
108,서울,2023-02,363.91
108,서울,2023-03,520.57
108,서울,2023-04,498.03
108,서울,2023-05,648.18
108,서울,2023-06,572.17
108,서울,2023-07,478.8
108,서울,2023-08,469.76
108,서울,2023-09,425.79
108,서울,2023-10,416.57
108,서울,2023-11,284.12
108,서울,2023-12,217.32
112,인천,2023-01,289.63
112,인천,2023-02,360.08
112,인천,2023-03,511.69
112,인천,2023-04,510.58
112,인천,2023-05,623.8
112,인천,2023-06,626.15
112,인천,2023-07,527.89
112,인천,2023-08,529.55
112,인천,2023-09,433.43
112,인천,2023-10,427.05
112,인천,2023-11,269.37
112,인천,2023-12,215.72
114,원주,2023-01,284.27
114,원주,2023-02,341.56
114,원주,2023-03,511.85
114,원주,2023-04,496.77
114,원주,2023-05,623.73
114,원주,2023-06,620.01
114,원주,2023-07,521.03
114,원주,2023-08,501.57
114,원주,2023-09,438.4
114,원주,2023-10,409.56
114,원주,2023-11,286.92
114,원주,2023-12,219.52
115,울릉도,2023-01,226.31
115,울릉도,2023-02,278.18
115,울릉도,2023-03,484.67
115,울릉도,2023-04,565.51
115,울릉도,2023-05,638.72
115,울릉도,2023-06,601.78
115,울릉도,2023-07,531.1
115,울릉도,2023-08,500.46
115,울릉도,2023-09,382.87
115,울릉도,2023-10,391.84
115,울릉도,2023-11,236.98
115,울릉도,2023-12,162.08
119,수원,2023-01,286.68
119,수원,2023-02,360.11
119,수원,2023-03,520.65
119,수원,2023-04,512.8
119,수원,2023-05,617.13
119,수원,2023-06,595.79
119,수원,2023-07,497.13
119,수원,2023-08,535.43
119,수원,2023-09,426.86
119,수원,2023-10,415.63
119,수원,2023-11,276.07
119,수원,2023-12,216.74
121,영월,2023-01,448.32
121,영월,2023-02,444.56
121,영월,2023-03,557.33
121,영월,2023-04,449.22
121,영월,2023-05,511.61
121,영월,2023-06,494.4
121,영월,2023-07,382.35
121,영월,2023-08,431.83
121,영월,2023-09,406.91
121,영월,2023-10,414.62
121,영월,2023-11,439.9
121,영월,2023-12,377.86
127,충주,2023-01,274.01
127,충주,2023-02,323.11
127,충주,2023-03,490.01
127,충주,2023-04,504.87
127,충주,2023-05,640.5
127,충주,2023-06,625.46
127,충주,2023-07,503.5
127,충주,2023-08,534.16
127,충주,2023-09,455.14
127,충주,2023-10,404.91
127,충주,2023-11,286.64
127,충주,2023-12,202.23
129,서산,2023-01,281.44
129,서산,2023-02,359.64
129,서산,2023-03,522.76
129,서산,2023-04,524.1
129,서산,2023-05,611.87
129,서산,2023-06,611.71
129,서산,2023-07,492.09
129,서산,2023-08,560.71
129,서산,2023-09,424.35
129,서산,2023-10,423.35
129,서산,2023-11,254.29
129,서산,2023-12,192.09
130,울진,2023-01,506.23
